bug_id,ventus_rtl_mappable,mappability_reason,diff_detectability
000107,no,module_absent,not_diff_target
000108,partial,module_exists,current_gvm
000109,no,isa_mismatch,not_diff_target
000110,no,isa_mismatch,not_diff_target
000111,no,module_absent,not_diff_target
000112,no,module_absent,not_diff_target
000113,no,module_absent,not_diff_target
000114,no,module_absent,not_diff_target
000115,no,module_absent,not_diff_target
000116,no,isa_mismatch,not_diff_target
000117,no,isa_mismatch,not_diff_target
000118,partial,module_exists,current_gvm
000119,partial,module_exists,current_gvm
000120,no,ai_accelerator_only,not_diff_target
000121,no,ai_accelerator_only,not_diff_target
000122,no,ai_accelerator_only,not_diff_target
000123,no,ai_accelerator_only,not_diff_target
000124,no,ai_accelerator_only,not_diff_target
000125,no,ai_accelerator_only,not_diff_target
000126,no,ai_accelerator_only,not_diff_target
000127,no,ai_accelerator_only,not_diff_target
000128,no,ai_accelerator_only,not_diff_target
000129,no,ai_accelerator_only,not_diff_target
000130,no,ai_accelerator_only,not_diff_target
000131,no,ai_accelerator_only,not_diff_target
000132,no,ai_accelerator_only,not_diff_target
000133,no,ai_accelerator_only,not_diff_target
000134,no,ai_accelerator_only,not_diff_target
000135,no,ai_accelerator_only,not_diff_target
000136,no,ai_accelerator_only,not_diff_target
000137,no,ai_accelerator_only,not_diff_target
000138,no,ai_accelerator_only,not_diff_target
000139,no,ai_accelerator_only,not_diff_target
000140,no,ai_accelerator_only,not_diff_target
000141,no,ai_accelerator_only,not_diff_target
000142,no,ai_accelerator_only,not_diff_target
000143,no,ai_accelerator_only,not_diff_target
000144,no,ai_accelerator_only,not_diff_target
000145,no,ai_accelerator_only,not_diff_target
000146,no,ai_accelerator_only,not_diff_target
000147,no,ai_accelerator_only,not_diff_target
000148,no,ai_accelerator_only,not_diff_target
000149,no,ai_accelerator_only,not_diff_target
000150,no,ai_accelerator_only,not_diff_target
000151,no,ai_accelerator_only,not_diff_target
000152,no,ai_accelerator_only,not_diff_target
000153,no,ai_accelerator_only,not_diff_target
000154,no,ai_accelerator_only,not_diff_target
000155,no,ai_accelerator_only,not_diff_target
000156,no,ai_accelerator_only,not_diff_target
000157,no,ai_accelerator_only,not_diff_target
000158,no,ai_accelerator_only,not_diff_target
000159,no,ai_accelerator_only,not_diff_target
000160,partial,module_exists,needs_probe_or_pics
000161,yes,module_exists,current_gvm
000162,no,ai_accelerator_only,not_diff_target
000163,no,ai_accelerator_only,not_diff_target
000164,no,ai_accelerator_only,not_diff_target
000165,no,ai_accelerator_only,not_diff_target
000166,no,ai_accelerator_only,not_diff_target
000167,no,ai_accelerator_only,not_diff_target
000168,no,ai_accelerator_only,not_diff_target
000169,no,ai_accelerator_only,not_diff_target
000170,no,ai_accelerator_only,not_diff_target
000171,no,ai_accelerator_only,not_diff_target
000172,no,ai_accelerator_only,not_diff_target
000173,no,ai_accelerator_only,not_diff_target
000174,no,ai_accelerator_only,not_diff_target
000175,no,ai_accelerator_only,not_diff_target
000176,no,ai_accelerator_only,not_diff_target
000177,no,ai_accelerator_only,not_diff_target
000178,no,ai_accelerator_only,not_diff_target
000179,no,ai_accelerator_only,not_diff_target
000180,no,ai_accelerator_only,not_diff_target
000181,no,ai_accelerator_only,not_diff_target
000182,no,ai_accelerator_only,not_diff_target
000183,no,ai_accelerator_only,not_diff_target
000184,no,ai_accelerator_only,not_diff_target
000185,yes,module_exists,current_gvm
000186,yes,module_exists,current_gvm
000187,yes,module_exists,current_gvm
000188,yes,module_exists,current_gvm
000189,yes,module_exists,current_gvm
000190,yes,module_exists,current_gvm
000191,yes,module_exists,current_gvm
000192,yes,module_exists,current_gvm
000193,yes,module_exists,current_gvm
000194,yes,module_exists,current_gvm
000195,yes,module_exists,current_gvm
000196,yes,module_exists,current_gvm
000197,yes,module_exists,current_gvm
000198,yes,module_exists,current_gvm
000199,yes,module_exists,current_gvm
000200,yes,module_exists,current_gvm
000201,yes,module_exists,current_gvm
000202,yes,module_exists,current_gvm
000203,yes,module_exists,current_gvm
000204,yes,module_exists,current_gvm
000205,yes,module_exists,current_gvm
000206,yes,module_exists,current_gvm
000207,yes,module_exists,current_gvm
000208,yes,module_exists,current_gvm
000209,yes,module_exists,current_gvm
000210,yes,module_exists,current_gvm
000211,yes,module_exists,current_gvm
000212,yes,module_exists,current_gvm
000213,yes,module_exists,needs_probe_or_pics
000214,yes,module_exists,needs_probe_or_pics
000215,yes,module_exists,needs_probe_or_pics
000216,yes,module_exists,needs_probe_or_pics
000217,yes,module_exists,current_gvm
000218,yes,module_exists,current_gvm
000219,yes,module_exists,needs_probe_or_pics
000220,yes,module_exists,needs_probe_or_pics
000221,yes,module_exists,needs_probe_or_pics
000222,yes,module_exists,current_gvm
000223,yes,module_exists,current_gvm
000224,yes,module_exists,current_gvm
000225,yes,module_exists,current_gvm
000226,yes,module_exists,current_gvm
000227,yes,module_exists,current_gvm
000228,yes,module_exists,current_gvm
000229,yes,module_exists,current_gvm
000230,yes,module_exists,current_gvm
000231,yes,module_exists,needs_probe_or_pics
000232,yes,module_exists,needs_probe_or_pics
000233,no,too_large_refactor,not_diff_target
000234,yes,module_exists,needs_probe_or_pics
000235,yes,module_exists,needs_probe_or_pics
000236,yes,module_exists,current_gvm
000237,yes,module_exists,needs_probe_or_pics
000238,yes,module_exists,needs_probe_or_pics
000239,yes,module_exists,needs_probe_or_pics
000240,yes,module_exists,needs_probe_or_pics
000241,yes,module_exists,needs_probe_or_pics
000242,yes,module_exists,needs_probe_or_pics
000243,yes,module_exists,needs_probe_or_pics
000244,yes,module_exists,needs_probe_or_pics
000245,yes,module_exists,needs_probe_or_pics
000246,yes,module_exists,current_gvm
000247,yes,module_exists,current_gvm
000248,yes,module_exists,current_gvm
000249,yes,module_exists,needs_probe_or_pics
000250,yes,module_exists,needs_probe_or_pics
000251,yes,module_exists,needs_probe_or_pics
000252,yes,module_exists,current_gvm
000253,yes,module_exists,current_gvm
000254,yes,module_exists,current_gvm
000255,no,module_absent,not_diff_target
000256,yes,module_exists,current_gvm
000257,partial,module_exists,needs_probe_or_pics
000258,partial,module_exists,current_gvm
000259,no,module_absent,not_diff_target
000260,partial,module_exists,needs_probe_or_pics
000261,no,module_absent,not_diff_target
000262,partial,module_exists,needs_probe_or_pics
000263,partial,module_exists,needs_probe_or_pics
000264,partial,module_exists,needs_probe_or_pics
000265,partial,module_exists,needs_probe_or_pics
000266,partial,module_exists,needs_probe_or_pics
000267,partial,module_exists,needs_probe_or_pics
000268,partial,module_exists,current_gvm
000269,no,module_absent,not_diff_target
000270,partial,module_exists,current_gvm
000271,yes,module_exists,current_gvm
000272,no,module_absent,not_diff_target
000273,yes,module_exists,current_gvm
000274,partial,module_exists,current_gvm
000275,partial,module_exists,needs_probe_or_pics
000276,yes,module_exists,current_gvm
000277,yes,module_exists,current_gvm
000278,partial,module_exists,needs_probe_or_pics
000279,no,module_absent,not_diff_target
000280,no,module_absent,not_diff_target
000281,partial,module_exists,current_gvm
000282,partial,module_exists,needs_probe_or_pics
000283,partial,module_exists,current_gvm
000284,no,module_absent,not_diff_target
000285,partial,module_exists,needs_probe_or_pics
000286,no,module_absent,not_diff_target
000287,partial,module_exists,needs_probe_or_pics
000288,yes,module_exists,current_gvm
000289,partial,module_exists,current_gvm
000290,no,not_functional_behavior,not_diff_target
000291,no,module_absent,not_diff_target
000292,partial,module_exists,current_gvm
000293,no,module_absent,not_diff_target
000294,no,module_absent,not_diff_target
000295,no,module_absent,not_diff_target
000296,no,module_absent,not_diff_target
000297,partial,module_exists,current_gvm
000298,yes,module_exists,current_gvm
000299,yes,module_exists,current_gvm
000300,partial,module_exists,needs_probe_or_pics
000301,yes,module_exists,current_gvm
000302,no,module_absent,not_diff_target
000303,yes,module_exists,needs_probe_or_pics
000304,partial,module_exists,current_gvm
000305,no,isa_mismatch,not_diff_target
000306,yes,module_exists,current_gvm
000307,no,not_functional_behavior,not_diff_target
000308,yes,module_exists,needs_probe_or_pics
000309,yes,module_exists,current_gvm
000310,partial,module_exists,needs_probe_or_pics
000311,partial,module_exists,current_gvm
000312,yes,module_exists,current_gvm
000313,yes,module_exists,current_gvm
000314,yes,module_exists,not_diff_target
000315,yes,module_exists,needs_probe_or_pics
000316,partial,module_exists,current_gvm
000317,no,ai_accelerator_only,not_diff_target
000318,yes,module_exists,current_gvm
000319,partial,module_exists,current_gvm
000320,partial,module_exists,current_gvm
000321,partial,module_exists,current_gvm
000322,yes,module_exists,current_gvm
000323,partial,module_exists,current_gvm
000324,no,not_functional_behavior,not_diff_target
000325,partial,module_exists,current_gvm
000326,partial,module_exists,current_gvm
000327,yes,module_exists,current_gvm
000328,partial,module_exists,current_gvm
000329,partial,module_exists,current_gvm
000330,no,not_functional_behavior,not_diff_target
000331,no,module_absent,not_diff_target
000332,yes,module_exists,current_gvm
000333,no,module_absent,not_diff_target
000334,no,module_absent,not_diff_target
000335,no,module_absent,not_diff_target
000336,no,module_absent,not_diff_target
000337,partial,module_exists,current_gvm
000338,partial,module_exists,current_gvm
000339,partial,module_exists,needs_probe_or_pics
000340,no,module_absent,not_diff_target
000341,no,isa_mismatch,not_diff_target
000342,no,isa_mismatch,not_diff_target
000343,no,isa_mismatch,not_diff_target
000344,no,isa_mismatch,not_diff_target
000345,yes,module_exists,current_gvm
000346,no,ai_accelerator_only,not_diff_target
000347,no,ai_accelerator_only,not_diff_target
000348,no,ai_accelerator_only,not_diff_target
000349,no,ai_accelerator_only,not_diff_target
000350,no,ai_accelerator_only,not_diff_target
000351,no,ai_accelerator_only,not_diff_target
000352,partial,module_exists,needs_probe_or_pics
000353,no,ai_accelerator_only,not_diff_target
000354,no,ai_accelerator_only,not_diff_target
000355,yes,module_exists,current_gvm
000356,yes,module_exists,current_gvm
000357,yes,module_exists,current_gvm
000358,yes,module_exists,current_gvm
000359,yes,module_exists,current_gvm
000360,yes,module_exists,current_gvm
000361,yes,module_exists,needs_probe_or_pics
000362,yes,module_exists,current_gvm
000363,yes,module_exists,needs_probe_or_pics
000364,yes,module_exists,current_gvm
000365,yes,module_exists,current_gvm
000366,yes,module_exists,current_gvm
000367,yes,module_exists,current_gvm
000368,partial,module_exists,needs_probe_or_pics
000369,partial,module_exists,needs_probe_or_pics
000370,partial,module_exists,needs_probe_or_pics
000371,no,module_absent,not_diff_target
000372,partial,module_exists,needs_probe_or_pics
000373,no,module_absent,not_diff_target
000374,partial,module_exists,current_gvm
000375,partial,module_exists,current_gvm
000376,partial,module_exists,current_gvm
000377,partial,module_exists,needs_probe_or_pics
000378,partial,module_exists,current_gvm
000379,no,module_absent,not_diff_target
000380,no,isa_mismatch,not_diff_target
000381,partial,module_exists,current_gvm
000382,partial,module_exists,needs_probe_or_pics
000383,partial,module_exists,needs_probe_or_pics
000384,partial,module_exists,current_gvm
000385,partial,module_exists,current_gvm
000386,partial,module_exists,current_gvm
000387,partial,module_exists,current_gvm
000388,no,ai_accelerator_only,not_diff_target
000389,no,ai_accelerator_only,not_diff_target
000390,no,ai_accelerator_only,not_diff_target
000391,no,ai_accelerator_only,not_diff_target
000392,no,isa_mismatch,not_diff_target
000393,yes,module_exists,needs_probe_or_pics
000394,no,ai_accelerator_only,not_diff_target
000395,no,ai_accelerator_only,not_diff_target
000396,no,ai_accelerator_only,not_diff_target
000397,no,ai_accelerator_only,not_diff_target
000398,no,ai_accelerator_only,not_diff_target
000399,yes,module_exists,current_gvm
000400,yes,module_exists,needs_probe_or_pics
000401,yes,module_exists,needs_probe_or_pics
000402,yes,module_exists,needs_probe_or_pics
000403,yes,module_exists,needs_probe_or_pics
000404,yes,module_exists,current_gvm
000405,partial,module_exists,needs_probe_or_pics
000406,no,module_absent,not_diff_target
000407,partial,module_exists,needs_probe_or_pics
000408,partial,module_exists,needs_probe_or_pics
000409,partial,module_exists,current_gvm
000410,no,module_absent,not_diff_target
000411,partial,module_exists,needs_probe_or_pics
000412,partial,module_exists,current_gvm
000413,no,module_absent,not_diff_target
000414,partial,module_exists,needs_probe_or_pics
000415,no,isa_mismatch,not_diff_target
000416,partial,module_exists,needs_probe_or_pics
000417,partial,module_exists,current_gvm
000418,partial,module_exists,current_gvm
000419,no,isa_mismatch,not_diff_target
000420,no,module_absent,not_diff_target
000421,no,isa_mismatch,not_diff_target
000422,no,module_absent,not_diff_target
000423,partial,module_exists,needs_probe_or_pics
000424,no,module_absent,not_diff_target
000425,no,module_absent,not_diff_target
000426,no,ai_accelerator_only,not_diff_target
000427,no,ai_accelerator_only,not_diff_target
000428,yes,module_exists,needs_probe_or_pics
000429,yes,module_exists,needs_probe_or_pics
000430,yes,module_exists,needs_probe_or_pics
000431,yes,module_exists,needs_probe_or_pics
000432,yes,module_exists,needs_probe_or_pics
000433,partial,module_exists,needs_probe_or_pics
000434,partial,module_exists,needs_probe_or_pics
000435,partial,module_exists,current_gvm
000436,no,module_absent,not_diff_target
000437,no,module_absent,not_diff_target
000438,partial,module_exists,needs_probe_or_pics
000439,partial,module_exists,needs_probe_or_pics
000440,partial,module_exists,current_gvm
000441,partial,module_exists,current_gvm
000442,partial,module_exists,current_gvm
000443,partial,module_exists,needs_probe_or_pics
000444,partial,module_exists,current_gvm
000445,yes,module_exists,current_gvm
000446,yes,module_exists,current_gvm
000447,no,module_absent,not_diff_target
000448,no,isa_mismatch,not_diff_target
